Score,Review_title,Review_content,Date_of_travel,Bonus
10,Double charged and won¡¯t refund,"Booked my flight on qantas website, unfortunately the money for the flight was taken out twice. Thought I would be able to call quotas and quickly sort it out but I was very wrong. Have spent over 20 hours on hold and on calls with the contact centre. They keep saying that the refund payment will be processed within so many working days but each time it never arrives and the call centre blames it on the last person I spoke to. It¡¯s been 6 weeks and still have not received the money they took from my account back. Worst customer experience I have ever received. Would highly recommend using 3rd party website to avoid this", October 2022,Legroom: null Seat comfort: null In-flight Entertainment: null Customer service: null Value for money: null Cleanliness: null Check-in and boarding: null Food and Beverage: null
10,buyer beware,Arrived on time to be told not able to honour the ticket. Called Qantas and was told we would have to pay as the tickets purchased were Frequent Flyer flights., September 2022,Legroom: null Seat comfort: null In-flight Entertainment: null Customer service: null Value for money: null Cleanliness: null Check-in and boarding: null Food and Beverage: null
10,Watch out your checked-in baggages,"I have got my baggage damaged during this journey and I¡¯ve kept them informed via a complaint form.
I was taken a back with their reply, and simply asked me to claim it from my insurance.??", October 2022,Legroom: null Seat comfort: null In-flight Entertainment: null Customer service: null Value for money: null Cleanliness: null Check-in and boarding: null Food and Beverage: null
10,Left Stranded,"Absolutely appalling 'service' provided.
Booked a 'round the world' ticket - BNE to LAX, ATLA to LRH & LRH to BNE.
Due to some unforeseen circumstances I had to call them to find out if I cancelled the last flight, what credit/refund amount I would be given.
Called and spoke to someone who was clearly working from home (dog barking in the background), asked them what cost I would get back, he told me $3,700 - I told him this was incorrect as that was the cost of my 3 flights and I had utilised 2 of them already. Upon asking him to check again, he said the same price. No way was this correct so I told him to leave my booking as it was - NOT to cancel my flight and I would call back later. 10 mins later, I check my booking and it no longer exists! Called straight back and was advised he had cancelled my flight - asked to be put straight back on it, no luck, it was now fully booked!
After several phone calls with different agents, the following morning someone told me they had put me back on the flight (after being told multiple times it was not possible) - but I was now back on the flight, booking had reappeared and my seat selection etc all there.

Fast forward a week, 24hrs before take off, try to check in online. Can't. It's already 10pm so I figure I will call in the morning. I call in the morning, advised that I am on the flight, I just need to check in at the airport. Asked the agent to re-confirm this. She said, yes all fine. But didn't sound sure. I asked her to check the manifest and make sure I am on the flight, 100% - after being on hold, told no, I am not on the flight! My only option was a $855 refund. Note, flights to BNE from LRH were now $3,000 each way!
Asked to urgently speak to a supervisor as I am meant to be flying that evening. Advised they only had one and she was on another call, could they call me back? Bare in mind, I had been told before I would be called back and the call never came. So I remained on hold, 2hours later finally speak to a supervisor. She advised I could now only get a refund of $823. Told her this was not acceptable and she needed to figure out a way to get me home or refund me enough to get home. She told me she needed to look into it and would call me back in 1hr.
Over an hour later, she calls me back with 2 options, the $823 refund or I can get the next available flight, almost 2 weeks later(!) but it would cost ME $2,000!
Told her no, Qantas pay for my new flight home or refund me an appropriate amount to get me home. She advised she couldn't authorise this and that someone from higher management would call me at 9pm that evening to speak to me. Again, bare in mind I am supposed to be flying home at that time!
Conceded that I wasn't going to get any help until someone from management called me back, I agreed to this. She said in the meantime to fill in a customer service form online and someone would be in touch that way too.
Did anyone call me? What do you think...?
I filled the form in on the 20th Sep, still no one has come back to me. Emailed them yesterday (13th Oct) stating someone needed to call me back by the end of the day. Did they? Again, what do you think...?
Beyond frustrated and left stranded, I booked my own flight home via the cheapest option.

Still NOTHING from them - out of pocket thousands of dollars because THEY CANCELLED MY FLIGHT WITHOUT PERMISSION!

Disgusted doesn't even cover it.

I will put this review EVERYWHERE until it prompts someone to call me back and arrange a refund of the cost of my new flight, the (ridiculous) amount they said they could refund me and the cost to make the international calls.

I'm waiting Qantas and very much look forward to hearing from you soon with apologies and a refund.", September 2022,Legroom: 10 Seat comfort: null In-flight Entertainment: null Customer service: null Value for money: null Cleanliness: null Check-in and boarding: null Food and Beverage: null
10,Pay more to avoid this airline,"Seriously, pay more to avoid this airline. Feel like being crammed in like cattle on their way to the end? Book a seat on this flying cattle bus. If you are a die hard Qantas fan, I would advise to book business class, otherwise there are plenty of other airlines to choose from who value their customers¡¯ leg room.", October 2022,Legroom: 10 Seat comfort: 10 In-flight Entertainment: 10 Customer service: 30 Value for money: 10 Cleanliness: 10 Check-in and boarding: 30 Food and Beverage: 10
10,Qantas are now dead to me - never again,"Qantas are now dead to me ¨C I will never use them again unless I absolutely have to. That might not seem a lot to some people, but I have been flying with Qantas since 1980s ¨C domestic and international ¨C both a Frequent Flyer and Qantas Club member ¨C for a massive number of flights (over 1000). Last time we flew Qantas overseas (2018) it was a bit of an issue ¨C and the problems we had were never answered. Since then we flew Singapore Airlines and Thai Airways. Due to Covid, I had a heap of Qantas points saved up from credit card purchases since 2018 so I used them all up for our first overseas flights. I sincerely regret that and will never make that mistake again. The problem is customer service ¨C not the pilots, planes or schedules. I had an airport logistics issue that needed addressing (yes it is serious) and the local airport has been very helpful, but to get it completely sorted I had to talk to Qantas. All weekend I tried ¨C web and phone ¨C no one was able to help ¨C because it was the weekend was main excuse. IMO their whole customer service 'front end interface' is about getting callers to use the website (and piss off). I tried again this morning (Monday) and after waiting nearly 15 minutes on the QC/FF number, I was given a recorded message from a non-english speaking person (probably overseas call centre) ¨C ""we are upgrading our system, please call back after few hours"" ¨C they then terminated my call. So I rang the specific 'Qantas Customer Care' number and after being on hold for 21 minutes I explained my problem. I was told that I had to call 'Qantas Agency Direct'. I tried the number they gave me and it didn't work, so I found the number online, and they will only speak to registered IATA members (Booking Agents). So I rang back the Qantas Customer Care number again and after being on hold for 27 minutes I advised the problem, and after waiting another 10 minutes the operator solved the problem for me (I hope). When the call ended I was asked to rate the call ¨C the ratings I gave were about the operator and I gave the highest rating. But I bet the general manager of 'customer service' uses those ratings to say their service is good for his/her bonuses ¨C but it is total crap ¨C I was just lucky to get a good operator. Qantas = best pilots, best planes, best maintenance ¨C WORST customer service. The majority of people want customer service first ¨C there are so few airline disasters these days ¨C extremely rare for any of the big carriers. No more Qantas.", October 2022,Legroom: 30 Seat comfort: 30 In-flight Entertainment: 30 Customer service: 10 Value for money: 10 Cleanliness: 30 Check-in and boarding: 10 Food and Beverage: 20
10,Low quality airline - stay away,Extremely low quality airline. They lost our luggage 40 days ago and they still did not pay the reimbursement. Stay away from Qantas. The airline has too many problems. There are several lawsuits being filed agains Qantas at the moment. Air Cambodia provides significantly better service., September 2022,Legroom: 10 Seat comfort: 10 In-flight Entertainment: 10 Customer service: 10 Value for money: 10 Cleanliness: 10 Check-in and boarding: 10 Food and Beverage: 10
50,Flight to US,"I flew Qantas to Toronto Aug-September, flying premium economy for the Melbourne-LAX-Melbourne leg. Despite all the horror stories after Covid my experience with Qantas was excellent. The flight left on time, baggage was cleared without any issues, the inflight service and food was fantastic. Thank you Qantas.", August 2022,Legroom: null Seat comfort: null In-flight Entertainment: null Customer service: null Value for money: null Cleanliness: null Check-in and boarding: null Food and Beverage: null
10,10 months to get a refund and still not paid,"Well over 6 hours spent on the phone with at least 6 promises that the refund will be paid within 6-8 weeks and still nothing.
They have managed to somehow alter the booking from 2 people to one so they have achieved something. They have effectively doubled the problem.
I¡¯m sick of all their lies and deceit so I¡¯ve taken it to fair trading
Any good company could have this sorted out in about 30 seconds. I know my company would but not Qantas", January 2022,Legroom: 10 Seat comfort: null In-flight Entertainment: null Customer service: null Value for money: null Cleanliness: null Check-in and boarding: null Food and Beverage: null
20,Food poisoning a real risk flying through Dubai,"Four of us received serious food poisoning by the time we landed in Europe. A similar event happened to us in 2019, my companion spent three days in bed at a German Hotel. This is a passenger and food safety issue which needs to be treated more seriously by both airlines (Emirates and Qantas). While passenger lives are at risk, we are forced to communicate with web portals and file reference or case numbers, which result in a standard robotic answer that denies fault or a need for action. I have to return to Europe in two weeks and I am quite concerned about any future connections thorough Dubai.", September 2022,Legroom: null Seat comfort: null In-flight Entertainment: null Customer service: null Value for money: null Cleanliness: null Check-in and boarding: null Food and Beverage: null
10,APPALLING CUSTOMER CARE! Qantas makes the mistake and I have to pay for it!???,Qantas staff cancelled entire leg of travel by mistake. Admitted liability but did nothing! Spent over 12hrs by phone to try to urgently reinstate but calls were disconnected after average on hold for 45 mins. No customer service and no continuity between CSOs (when you could get one). Numerous continual attempts to try to rectify situation with promises to help but only remedy was to complete complaint form! Left stranded in the USA and unable to return home. We had to find an alternative route ourselves at enormous extra cost. No responsibility or care from Qantas. No point of contact except customer care number which goes unanswered or disconnects. Horrifying lack of service. Don¡¯t waste your time with your disingenuous advertising Qantas - save the money and spend it on actually delivering on your adverting BS, October 2022,Legroom: 20 Seat comfort: 10 In-flight Entertainment: 20 Customer service: 10 Value for money: 10 Cleanliness: 20 Check-in and boarding: 20 Food and Beverage: 10
40,Efficient and no incidences,"737 seats were narrower than I remember, as was the leg room. However, the flight was pleasant, on time and no luggage problems. The staff were pleasant and efficient. Food OK, given the environment you are in.", August 2022,Legroom: null Seat comfort: null In-flight Entertainment: null Customer service: null Value for money: null Cleanliness: null Check-in and boarding: null Food and Beverage: null
10,Missed wedding tasting! No apology just shuffled aside¡­.,"Absolutely shocking service. Delayed plane. Then turned around mid air and flew back to Sydney ou to be told we have to disembark and no flights available till the late afternoon.

Now we have missed our wedding tasting, we won¡¯t get the chance to do it again, just a memory we won¡¯t have for our wedding.

No help from airport staff.

Stay away, fly Virgin.", October 2022,Legroom: null Seat comfort: null In-flight Entertainment: null Customer service: null Value for money: null Cleanliness: null Check-in and boarding: null Food and Beverage: null
10,Kafkaesque experience trying to book a flight with Qantas,"I attempted to book round trip from Vancouver to Perth online on the Qantas website, paying for it partly with a credit I had from a Qantas flight cancelled because of Covid and the remainder with my credit card. I selected flights and filled in my particulars, but despite references on the website to an option to apply such a credit to my payment that would appear on the payment panel, the only option presented was to pay with a credit card. I called Qantas to try to determine how to apply the credit.
After five phone calls spanning several hours I finally got on to someone who ""thought"" they could do it by taking my booking over the phone...but in the meantime the price had gone up by $700. After another hour on hold while they ""considered"" giving me the first fare, they came back and said I'd have to pay the higher one.
At that point I gave up, booked a flight for close to the first fare quoted from Air Canada, and applied for a refund of the credit from Qantas. Another hour on the phone to do that. My sense is that the staff manning the phone lines at Qantas are undertrained and that the company has no interest in catering to customers who have even slightly complicated queries.
I fly between Canada and Australia often---usually on Cathay, Singapore Air or Air Canada. My few experiences with Qantas have been the worst by far---I recommend avoiding the wherever possible.", October 2022,Legroom: null Seat comfort: null In-flight Entertainment: null Customer service: null Value for money: null Cleanliness: null Check-in and boarding: null Food and Beverage: null
10,Worst international flight to date,"Had multiple issues with the booking in the months leading upto the flight then had a connecting flight cancelled then delayed with little to no information being provided to the passengers to keep us informed. Qantas were a great airline once, not now.", August 2022,Legroom: null Seat comfort: null In-flight Entertainment: null Customer service: null Value for money: null Cleanliness: null Check-in and boarding: null Food and Beverage: null
10,Don't expect to be seated with your child,"Qantas - after three phone calls, and two in-person attempts at the airport, they have my 14-year-old and myself seated in different parts of the plane. I first attempted to get this issue sorted two weeks prior to travelling. They kept saying it's fixed and you have seats 10 D and 10 E. Guess what NOT FIXED. I've called all the major news outlets and hope they can get this on camera. The plane is full so no hope of changing anything.
BADLY DONE QANTAS.", October 2022,Legroom: 10 Seat comfort: 30 In-flight Entertainment: 10 Customer service: null Value for money: null Cleanliness: null Check-in and boarding: null Food and Beverage: null
10,Shocking Customer Service,"I travelled to the UK back in June, every flight was delayed on my return meaning I missed my qantas flight from Sydney back to Brisbane. At the airport I was organised a hotel room at the Novatel and a dinner and breakfast voucher to use for dinner. I arrived at 8:30pm to Sydney the transfer took an hour to come and pick us up. When I was dropped at the hotel I was told room service had stopped so couldn't use the dinner voucher and my flight was leaving before breakfast started, so I had to order outside of the voucher for dinner and breakfast. I put in a request to get these refunded on July 11th, the customer care team came back mid August requesting my bank details, I responded straight away, haven't heard from them since have followed up numerous times, and received no refund. I have tried emailing, calling with my reference number no responds and i have been hung up on, there is no live chat or any other way to contact them. Absolutely shocking. Would not travel with them again I have no faith in the airline", June 2022,Legroom: null Seat comfort: null In-flight Entertainment: null Customer service: null Value for money: null Cleanliness: null Check-in and boarding: null Food and Beverage: null
10,Mr,"All problem previously expected and still happened.
Bought international flight brisbane - Sydney - Santiago - Rio, 3 months before my departure date. I was sure that i would have problem taking 2 bags, specially brisbane - sydney.
To avoid that i was making sure i buy the tickets from qantas website, not from other tird part websites, and on the process i was making sure that i had 2 luggages included or if i had to buy it, that wouldn't be a problem, cause i definitely was taking 2. No evidence about it was showing anywhere, first think weird.
Between i buy the ticket and actually flight, i asume that qantas changed the 2 bags that you are aloud to take to only 1 bag, so I end up at the airport with 2 luggages paying 300$ for the extra bag.
Also was asked for vaccination certificate, but is not everybody that is asked for it. But i had it, so that was not a problem.
I will make sure that i try to avoid at most to flight with qantas again.", October 2022,Legroom: null Seat comfort: null In-flight Entertainment: null Customer service: null Value for money: null Cleanliness: null Check-in and boarding: null Food and Beverage: null
40,Waikiki holiday,"Actual flight was with Jetstar! Did not start well as Jetstar cancelled our flight at 8.55am on the morning of our flight!
It took nearly 2 hours to contact someone, and to be told no available flights for 5days? Unbelievable, and as we had hotel booked, that had to be changed to suit our flight cancellation, plus a cost of over $450, for an additional nights accomodation, as no flights available!
It was a packed plane, but virtually no service and even a cup of terrible tea or coffee was US $5.00! Outrageous, and the staff looked so bored and obviously found the passengers to be an imposition!
Worst flight ever, never again will we fly Jetstar domestic and definitely not internationally!", October 2022,Legroom: null Seat comfort: null In-flight Entertainment: null Customer service: null Value for money: null Cleanliness: null Check-in and boarding: null Food and Beverage: null
40,An easy 27 minute flight to Kangaroo Island,"This very quick 27 minute flight to Kangaroo Island was easy to check in on line, do the bag drop and board. An easy flight with a good cabin crew.", September 2022,Legroom: 40 Seat comfort: 40 In-flight Entertainment: 40 Customer service: 40 Value for money: 40 Cleanliness: null Check-in and boarding: null Food and Beverage: null
10,Don¡¯t fly Qantas if you want to arrive,"I have been booked on a series of delayed or cancelled qantas flights in recent months. As part of a ticket which also involves a delayed and downgraded flight to Los Angeles, my flight from Sydney to Hobart has also been cancelled. Qantas initially offered a flight to Melbourne! Not much use for Tasmania. Upon calling them and with a wait of course, I have managed to get onto another flight but once again with a downgrade. Not of course that Qantas by default offer a refund for the downgrade. I should also say that I have platinum one status - the highest.

Honestly if there is any other choice then I suggest that you don¡¯t fly Qantas.", September 2022,Legroom: null Seat comfort: null In-flight Entertainment: null Customer service: null Value for money: null Cleanliness: null Check-in and boarding: null Food and Beverage: null
10,A slippery slope.....,"In the good old days, when you boarded a QF flight, cheerful staff would brighten your day with a good sense of Australian hospitality. Well those are just memories now. With the exception of the CSM, Brooke and the Japanese flight attendant, none of them smiled, helpful or friendly. There was not even an acknowledgement when boarding the plane. It really reminded me of my days catching the bus to school. And to think that one has to pay $22K for this non-service and unfriendly service. And since I am at it, QANTAS, your food to the US and back home sucks. Not to serve an entry is cheap skating and the portions would be appropriate for a 10 year old child....

I have flown with the airline now for coming up to 29 years and this is just a bloody shamble. And Alan Joyce, please go and retire so QANTAS can have some hope of being rescued.", September 2022,Legroom: 40 Seat comfort: 40 In-flight Entertainment: 40 Customer service: 10 Value for money: 10 Cleanliness: 30 Check-in and boarding: 10 Food and Beverage: 20
10,Yet again Qantas confirm why I avoid them if possible,"After a 2 country holiday my final flight home was a domestic connection with Qantas. Unfortunately Qantas lived up to its reputation as the GBC (a name myself and friends refer to QF). Arrived in Sydney off an international flight with SQ (amazing as they always are) at 10:30am, retrieved bags and joined the QF domestic transfer queue by 11am for our 2pm domestic departure, all the time in the world you would have thought. It took until 1pm until we made it to the domestic terminal. Transfers area was full of people who missed connections because the staff took so long to check them in and they just didnt seem to care, not caring seems to be QF policy. Once we got on the transfer bus the driver didnt want to leave until the bus was full so we sat there for ages waiting, meanwhile pax were asking when are we going as they were running out of time to connect. Once again the QF ""not my problem"" attitude came to the forefront. QF, please take a few flights with SQ, EK, NZ, QR to see how its done.", September 2022,Legroom: 40 Seat comfort: 50 In-flight Entertainment: 50 Customer service: 50 Value for money: 40 Cleanliness: 50 Check-in and boarding: 50 Food and Beverage: null
50,"With all the issues Qantas has had in the media, we were looked after perfectly","Recently we flew to London from Sydney. The aircraft required a 'deep clean' and had arrived late. As a result we departed 2 hours late. The communication was spot on until we boarded.
This was our first time in Premium Economy and it was lovely. Nice meals, great entertainment and a very comfortable seat. The staff were very friendly and always asking are we ok. If we wanted to sleep we were left alone.", August 2022,Legroom: null Seat comfort: null In-flight Entertainment: null Customer service: null Value for money: null Cleanliness: null Check-in and boarding: null Food and Beverage: null
10,TERRIBLE ! TERRIBLE ! TERRIBLE !,"Where to start... I was travelling with a baby and let me tell you I do NOT recommend. When arriving at Sydney Airport the lady at check in was so rude. She refused to take my authorized luggage cause she decided I had enough already. When travelling with a baby I am allowed my luggage, a 10kg baby luggage and 3 baby items. I had only 2 baby items but she still refused me the 10kg one cause she wasn't feeling like it. Lucky I was travelling with my sister and her baby too and the lady that checked her in let her take my luggage. Then on board.... well again had to deal with staff abusing me. When I booked my flight I paid an extra $40 to have a bassinet. I was allocated the seat but once i arrived on board the staff asked me to change my seat with a guy. At first I refused and said I paid for my seat I shouldn't be the one moving. Then the staff starting to threaten me saying they spoke to the captain and the flight will return to Perth and they will take further action if I don't move. I let you imagine my state of mind with a newborn baby in my arms and having to deal with that. Staff were so unhelpful and rude and didn't care. I finally moved cause i had no choice but said I want to be refunded for the extra cost I paid, which they say 'yes of course contact the company they will refund you'. I flew in June and I am still waiting to get a refunded. When calling the customer center they either hang up on me or they are saying that seats can be changed on the day there is nothing they can do.... DO NOT FLY WITH QANTAS they are plenty more airlines that are so much better.", June 2022,Legroom: 10 Seat comfort: 10 In-flight Entertainment: 10 Customer service: 10 Value for money: 10 Cleanliness: 10 Check-in and boarding: 10 Food and Beverage: 10
50,Melbourne to Brisbane,"Travelled on Saturday 3rd September. Flight was due to depart 3.20pm. Self-check in was easy and quick. Boarding and departure was the same. Flight arrival was delayed by 10 minutes and then another slight delay in getting my bag in Brisbane. Otherwise, a good flight.", September 2022,Legroom: null Seat comfort: null In-flight Entertainment: null Customer service: null Value for money: null Cleanliness: null Check-in and boarding: null Food and Beverage: null
10,Qantas Lost Baggar Service Terrible,"Qantas had lost our baggage from Karratha flight to Perth. This item was in oversize along with 2 other items, so not sure how they manage to not load 2 out of 3 items.

Upon arriving to Perth I went to lost baggage service and they had confirmed they had left the item back in Karratha. They put it on the next flight and will contact us when it arrives and will deliver to the address where we are staying.

My Wife recieved a call that evening but had missed the call and they left a message the item arrived and can be delivered but there was no number left to call back on.

Following day I called Qantas 1300 number and it went to a call centre Overseas. Explained to them what happened and gave them the lost property reference number only to be told they are still looking for the lost baggage and will call and arrange delivery when found.

I told the service guy that it's not correct that it's still lost and has arrived at Perth airport ready to be delivered.

I had to tell the person twice and each time was put on hold for 30mins while he tried make contact with Qantas Lost baggage counter at Perth Airport.

I asked if the item can be delivered by 10am that day or if not where can I pick the item up.

After nearly on hold for 1hour and 30mins I gave up.

Later that day I was near the Perth airport and dropped into the lost baggage service counter and there was 2 attendees and one customer.

We had never received a call all day to return our lost baggage and when asked why we can't call the lost baggae counter direct they said they take the phones off when busy.

Luckily the item was there but we weren't happy with the crap service that Qantas Lost Baggage had provided.

Issue could have been resolved if we could call direct or if Qantas followed through with calling back on how to pickup or have the item delivered.", September 2022,Legroom: null Seat comfort: null In-flight Entertainment: null Customer service: null Value for money: null Cleanliness: null Check-in and boarding: null Food and Beverage: null
50,Qantas,"The first leg of a trip to Singapore, what we had heard we were apprehensive about flying Qantas but how wrong we were. The flight left on time and arrived in Sydney with plenty of time to go across to the international terminal to catch our flight to Singapore, and the BIG worry was our baggage but after arriving our luggage was there waiting for us.
Qantas no worries highly recommended.", September 2022,Legroom: null Seat comfort: null In-flight Entertainment: null Customer service: null Value for money: null Cleanliness: null Check-in and boarding: null Food and Beverage: null
20,Unreliable,"We were at our gate and could see we were waiting for the Launceston flight that turned out 4 hrs late. We were only an hour late, but there was absolutely no communication. It seemed there was a shortage of gate agents as I overheard a ground worker on the phone. Boarding was a mess and rushed. This was an old plane with the engines near the tail and very noisy. The pilot said the delay was due to ¡°significant maintenance ¡° it needed. Worrisome words. On board we had a soft drink, cheese and crackers. Not worth paying the more expensive prices Qantas charges. Maybe if they put passengers first, they would have greater profits as more would choose them, but I think Rex might be the best option.", September 2022,Legroom: 20 Seat comfort: 20 In-flight Entertainment: 30 Customer service: null Value for money: null Cleanliness: null Check-in and boarding: null Food and Beverage: null
50,Great service,"Service was excellent. Staff very professional and helpful. They were able to accommodate seating requirements at short notice. Very knowledgeable about their products, friendly and seemingly happy even at 6am", September 2022,Legroom: null Seat comfort: null In-flight Entertainment: null Customer service: null Value for money: null Cleanliness: null Check-in and boarding: null Food and Beverage: null
10,Jim & Mary try to fly,"I tried to purchase 2 tickets to fly business class London to Sydney. The web site was not the easiest to navigate and when I tried to pay using a visa debit card. I got message "" we cannot process the card"" so I tried my Mastercard and same response. I rang Quantas customer service and got connected but couldnt understand what he was saying. I hung up and tried again. This time I could understand but the person was absolutely useless. I suggested I would try another airline. The person said ""fine"". I hung up and went onto The BA website where I got 2 tickets which were over ?2500 cheaper than Quntas and my Visa card was accepted without a hitch.", September 2022,Legroom: null Seat comfort: null In-flight Entertainment: null Customer service: null Value for money: null Cleanliness: null Check-in and boarding: null Food and Beverage: null
10,"Absolutely awful ""service""","Happened to be on the Qantas app and noticed 48 hrs before flying that a leg had been cancelled . No one informed me . When I called Qantas to work out a plan I basically am left hanging on hold until I hang up - have been trying for hours .
Ive been a member with Qantas for nearly 30 years . Their treatment / attitude is just awful.
Don't even consider using them - this Qantas is nothing like the Qantas we all once knew.", September 2022,Legroom: 10 Seat comfort: 10 In-flight Entertainment: null Customer service: null Value for money: null Cleanliness: null Check-in and boarding: null Food and Beverage: null
10,INCONVENIENCE AND STRESSFUL,"If you¡¯re looking for a stress-free and hassle-free, NEVER EVER GO WITH QANTAS!!!
ALWAYS delayed flights and staffs are unhelpful.
Customer service as well are hard to reach.

Refunds and travel credits are scams!

They used to be one of the great airlines but THE WORST AIRLINE NOW!!!", September 2022,Legroom: null Seat comfort: null In-flight Entertainment: null Customer service: null Value for money: null Cleanliness: null Check-in and boarding: null Food and Beverage: null
10,business class booking not guaranteed,"We booked 2 seats on business class when they were first issued. We went on line 6/12 ahead to book our seat numbers. When we tried to check in on line 24 hours before we were told we could not check in on line. When we arrived at the airport we were issued with one business class seat and one economy class seat, with no apology or explanation.", September 2022,Legroom: 10 Seat comfort: 10 In-flight Entertainment: 10 Customer service: null Value for money: null Cleanliness: null Check-in and boarding: null Food and Beverage: null
10,"Lost bags, then ignored and unacknowledged. Never leave reviews but never experienced this shocking service before","Lost bag (incl work) x3 days on a direct flight, ignored my request for any sort of flight credit/compensation.

Useless communication about when bags would arrive, had work info in them and left anxious and unknown for days. then ignored when asked for compensation/flight credit for the clothes i had to buy", September 2022,Legroom: 10 Seat comfort: 10 In-flight Entertainment: 10 Customer service: 10 Value for money: 10 Cleanliness: 10 Check-in and boarding: 10 Food and Beverage: 10
10,Pathetic customer service. Impossible to get hold of lost baggage claims department.,The flight was fine. But don¡¯t expect any customer service when things go wrong. Impossible to get hold of anyone unless the press get involved. And when they do they respond for a brief period and then you get automated messages saying your case is resolved when it isn¡¯t. I will NEVER fly with them again., July 2022,Legroom: null Seat comfort: null In-flight Entertainment: null Customer service: null Value for money: null Cleanliness: null Check-in and boarding: null Food and Beverage: null
40,Pleasantly suprised by domestic flight,I was mildly apprehensive but was pleasantly suprised to find social distancing on the aircraft. Every second seat was occupied Things seemed relaxed and their were no delays and depature from the aircraft was swift. Nothing seems to have changed about qantas., September 2022,Legroom: 50 Seat comfort: 50 In-flight Entertainment: 30 Customer service: 40 Value for money: 50 Cleanliness: 50 Check-in and boarding: 50 Food and Beverage: 40
50,Qantas QF64 again performs across the Indian Ocean,"Flew ex JHB on 19 September 2022 in seat 20J (Premium Economy) and not only was the seat excellent, so was the service and the on time landing at Sydney. Cabin crew went out of their way to make the trip memorable. Could not fault the cleanliness of the cabin, food was very good and the little things contributed. Well done to the crew on this flight.", September 2022,Legroom: null Seat comfort: null In-flight Entertainment: null Customer service: null Value for money: null Cleanliness: null Check-in and boarding: null Food and Beverage: null
50,Indian Ocean Crossing Number 20,"After a 2 year absence (covid enforced) flew in a Dreamliner (do miss the old 747) and have to say the service was excellent, and the seats (in Premium Economy) was quite comfortable and legroom satisfactory (I'm 188cm tall). Contrary to opinions expressed in Seat Guru with regard to PE found the change from old 747 economy an improvement.", August 2022,Legroom: 50 Seat comfort: 50 In-flight Entertainment: 50 Customer service: 50 Value for money: 50 Cleanliness: 50 Check-in and boarding: 50 Food and Beverage: 50
20,Still a long way to go and very expensive,"This was the return leg of my 6 week business trip to the USA and prior to Covid i would be commuting to the USA 4+ times a year on Qantas via Dallas. The trip over is a separate review and the worse behaviour by an airline i have ever experienced.
Qantas are currently flying the B787 Dreamliner on Syd/Dallas/Syd as they haven't got all their A380's back yet. The ticket prices were unbelievably expensive being the most expensive by 50% that i've ever paid and nearly double using Delta earlier in the year. In fact it was close to business class on AA a few years ago. The plane appeared to be mainly business people which is understandable given the ticket cost. It was i think probably 95% full. Shock #1 came when i checked in at Cincinnati when i was charged for an additional bag. I had noticed previously on the ticket it said 1 bag but the Qantas web site clearly said 3 bags for flights USA to Australia for Qantas Club. American Airlines check in rang Qantas to no avail with the guy saying they are having lots of issues with the Qantas baggage limits. Now i suspect this is because they have the B787 but it's dishonest to say 3 bags on the web site. Flight boarding was quite efficient at Dallas , the plane seemed quite clean and tidy. Meal time came along , 3 choices - Chicken Caesar salad, Beef Stew and a plant based dish. By the time they got to my seat all the Chicken had gone, i could hear others like myself grab the stew which they were fast running out of. I pity the folks that only had a choice of the plant based dish, doubt Qantas will do anything about it but lift your game on the meal choices in economy. Entertainment on board good choices. I am not sure how comfortable the seat cushion actually is. Was very happy to see my bags in Sydney.
Am seriously considering other options for my next business trip to the USA which is sad because i tried to fly Australian to keep Australians in jobs. It may be a first world problem to complain about the meals and the baggage charges but when i hear Allan Joyce saying how things are improving it grates me.", September 2022,Legroom: 30 Seat comfort: 50 In-flight Entertainment: 30 Customer service: 20 Value for money: 50 Cleanliness: 40 Check-in and boarding: 20 Food and Beverage: null
10,Qantas airways are ridiculously unprofessional,"Flight delayed 3 hours due to wheel change, missed my connection.
Guy at destination writes 2 flight numbers at the back of the ticket and hurries me along.
One day later i come to airport to find that im not flying anywhere, go to qantas stand - its empty. Call them by the number, they say i flew the day before to Ho chi ming.
So i check the flights the guy gave me, and they are to Saraevo instead of Riga. I ask the employee on the phone what do i do now. She says something along the lines of boo hoo, better luck next time.
This is not ok.", September 2022,Legroom: null Seat comfort: null In-flight Entertainment: null Customer service: null Value for money: null Cleanliness: null Check-in and boarding: null Food and Beverage: null
50,First time with Qantas & impressed,It is only a short flight & took off on time & we were served beverages & snacks. I have to eat gluten free & they even had some snacks for me., September 2022,Legroom: 30 Seat comfort: 30 In-flight Entertainment: 10 Customer service: 40 Value for money: 40 Cleanliness: 40 Check-in and boarding: 40 Food and Beverage: 40
10,"2 hour delay due to faulty aircraft, this is now the 13th consecutive flight that has been delayed to some degree.","Why, why, why? Why does this keep happening, why isn't Alan Joyce being held accountable for the sacking of experienced ground staff and baggage handlers, why are pilots refusing to cone to work, why are cleaners and baggage handlers prepared to go on strike, and WHY can't Qantas just get us all to our destination on time and not loose our fkn bags.

What an absolute nightmare, AGAIN", September 2022,Legroom: null Seat comfort: null In-flight Entertainment: null Customer service: null Value for money: null Cleanliness: null Check-in and boarding: null Food and Beverage: null
